total_obs,total_exp,E,R1,R2,R3,R4,R5,R6,R7,R8,R9,R10,R11,R12,R13,R14,R15,R16,R17,R18,R19,R20,R21,R22,R23,R24,R25,R26,R27,R28,R29,R30,R31,R32,R33,R34,R35,R36,R37,R38,R39,R40,R41,R42,R43,R44,R45,R46,R47,R48,R49,R50,R51,R52,R53,R54,R55,R56,R57,R58,R59,R60,R61,R62,R63,R64,R65,R66,R67,R68,R69,R70,R71,R72,R73,R74,R75,R76,R77,R78,R79,R80,R81,R82,R83,R84,R85,R86,R87,R88,R89,R90,R91,R92,R93,R94,R95,R96,R97,R98,R99,R100
1,2,24.0,22.0,25.0,22.0,25.0,27.0,23.0,22.0,24.0,25.0,27.0,21.0,24.0,20.0,15.0,27.0,19.0,17.0,23.0,21.0,20.0,17.0,20.0,16.0,22.0,24.0,14.0,19.0,30.0,28.0,21.0,20.0,20.0,21.0,14.0,27.0,16.0,18.0,19.0,23.0,18.0,20.0,25.0,21.0,20.0,20.0,28.0,26.0,26.0,26.0,25.0,25.0,12.0,21.0,29.0,28.0,21.0,23.0,25.0,23.0,22.0,17.0,27.0,25.0,23.0,22.0,20.0,17.0,20.0,19.0,28.0,19.0,15.0,24.0,24.0,13.0,19.0,22.0,20.0,22.0,18.0,24.0,20.0,23.0,23.0,23.0,21.0,22.0,12.0,24.0,20.0,20.0,21.0,20.0,25.0,17.0,18.0,28.0,26.0,25.0,19.0
1,3,4.0,3.0,1.0,1.0,3.0,4.0,6.0,2.0,0.0,1.0,3.0,3.0,0.0,2.0,7.0,1.0,3.0,2.0,4.0,1.0,2.0,5.0,2.0,4.0,1.0,1.0,4.0,1.0,2.0,4.0,0.0,6.0,3.0,1.0,4.0,2.0,2.0,1.0,6.0,1.0,4.0,1.0,0.0,2.0,3.0,3.0,1.0,3.0,4.0,5.0,4.0,1.0,4.0,0.0,1.0,3.0,3.0,2.0,0.0,1.0,3.0,1.0,3.0,2.0,3.0,2.0,3.0,3.0,2.0,4.0,2.0,4.0,1.0,4.0,1.0,3.0,0.0,4.0,2.0,3.0,4.0,2.0,4.0,1.0,3.0,1.0,2.0,0.0,5.0,3.0,4.0,2.0,3.0,3.0,3.0,5.0,2.0,4.0,2.0,5.0,1.0
1,4,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,0,124.0,122.0,128.0,119.0,112.0,122.0,125.0,119.0,121.0,119.0,117.0,118.0,122.0,117.0,125.0,123.0,125.0,119.0,116.0,130.0,115.0,121.0,135.0,127.0,127.0,115.0,126.0,114.0,129.0,131.0,129.0,116.0,109.0,118.0,128.0,108.0,109.0,122.0,129.0,124.0,129.0,114.0,133.0,115.0,115.0,127.0,118.0,124.0,119.0,119.0,135.0,110.0,130.0,110.0,128.0,116.0,118.0,115.0,119.0,120.0,130.0,126.0,124.0,125.0,112.0,128.0,126.0,112.0,119.0,125.0,120.0,137.0,131.0,120.0,138.0,113.0,110.0,116.0,117.0,126.0,133.0,135.0,118.0,122.0,124.0,124.0,117.0,133.0,119.0,119.0,122.0,135.0,120.0,125.0,111.0,120.0,114.0,121.0,117.0,125.0,133.0
2,1,58.0,70.0,62.0,61.0,66.0,58.0,65.0,72.0,64.0,50.0,67.0,72.0,67.0,61.0,69.0,56.0,64.0,68.0,66.0,61.0,66.0,68.0,59.0,59.0,54.0,70.0,63.0,65.0,61.0,74.0,54.0,68.0,67.0,69.0,65.0,70.0,68.0,65.0,77.0,58.0,62.0,69.0,58.0,65.0,64.0,56.0,64.0,69.0,60.0,61.0,60.0,63.0,64.0,65.0,67.0,61.0,66.0,68.0,57.0,65.0,73.0,63.0,49.0,65.0,74.0,60.0,65.0,60.0,70.0,62.0,64.0,61.0,62.0,64.0,59.0,68.0,70.0,73.0,73.0,63.0,76.0,52.0,61.0,68.0,61.0,61.0,63.0,59.0,61.0,64.0,60.0,65.0,71.0,68.0,70.0,62.0,60.0,58.0,70.0,62.0,64.0
2,2,18.0,15.0,14.0,19.0,17.0,15.0,21.0,19.0,11.0,19.0,19.0,20.0,14.0,12.0,12.0,14.0,13.0,11.0,18.0,15.0,10.0,17.0,14.0,17.0,17.0,18.0,16.0,16.0,12.0,9.0,13.0,14.0,13.0,14.0,16.0,15.0,17.0,15.0,17.0,20.0,19.0,19.0,17.0,14.0,17.0,16.0,18.0,16.0,19.0,16.0,14.0,25.0,17.0,15.0,20.0,14.0,21.0,21.0,16.0,16.0,19.0,16.0,15.0,11.0,11.0,20.0,16.0,16.0,15.0,10.0,18.0,19.0,16.0,16.0,22.0,14.0,15.0,22.0,15.0,16.0,11.0,13.0,13.0,20.0,11.0,17.0,10.0,19.0,21.0,18.0,14.0,16.0,19.0,26.0,14.0,19.0,13.0,16.0,20.0,12.0,18.0
2,3,4.0,0.0,1.0,4.0,2.0,4.0,4.0,5.0,3.0,0.0,0.0,1.0,3.0,3.0,3.0,2.0,3.0,4.0,2.0,3.0,4.0,4.0,1.0,2.0,5.0,2.0,2.0,5.0,3.0,2.0,3.0,4.0,5.0,1.0,4.0,3.0,2.0,4.0,9.0,0.0,2.0,1.0,1.0,3.0,4.0,4.0,1.0,1.0,2.0,1.0,1.0,4.0,3.0,3.0,6.0,3.0,0.0,1.0,4.0,1.0,2.0,4.0,2.0,0.0,3.0,7.0,4.0,4.0,2.0,3.0,2.0,2.0,0.0,1.0,6.0,3.0,3.0,5.0,2.0,1.0,2.0,5.0,2.0,2.0,10.0,3.0,3.0,1.0,1.0,3.0,2.0,3.0,2.0,0.0,3.0,1.0,6.0,5.0,2.0,4.0,2.0
2,4,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,4.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,1.0,3.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
2,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
2,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3,0,49.0,38.0,52.0,52.0,54.0,46.0,39.0,49.0,47.0,52.0,47.0,45.0,51.0,47.0,43.0,42.0,48.0,56.0,53.0,42.0,46.0,50.0,49.0,45.0,54.0,44.0,50.0,51.0,52.0,49.0,52.0,45.0,49.0,39.0,50.0,42.0,47.0,53.0,41.0,47.0,48.0,50.0,50.0,49.0,44.0,55.0,58.0,45.0,40.0,46.0,46.0,45.0,51.0,51.0,42.0,47.0,57.0,48.0,47.0,39.0,41.0,42.0,43.0,55.0,50.0,45.0,48.0,58.0,46.0,56.0,46.0,43.0,48.0,53.0,47.0,56.0,50.0,49.0,39.0,49.0,46.0,50.0,52.0,37.0,50.0,47.0,49.0,46.0,46.0,51.0,46.0,47.0,45.0,54.0,45.0,56.0,59.0,47.0,53.0,50.0,36.0
3,1,40.0,29.0,28.0,23.0,32.0,34.0,36.0,39.0,39.0,35.0,42.0,31.0,27.0,49.0,35.0,38.0,39.0,35.0,39.0,51.0,31.0,31.0,43.0,40.0,38.0,32.0,44.0,38.0,37.0,33.0,37.0,41.0,50.0,40.0,41.0,35.0,37.0,28.0,31.0,33.0,35.0,40.0,28.0,30.0,42.0,34.0,40.0,38.0,39.0,37.0,33.0,40.0,30.0,37.0,30.0,36.0,33.0,29.0,39.0,48.0,30.0,28.0,40.0,35.0,32.0,31.0,33.0,38.0,33.0,41.0,34.0,29.0,32.0,31.0,36.0,38.0,33.0,33.0,39.0,40.0,35.0,47.0,32.0,48.0,36.0,34.0,40.0,33.0,40.0,36.0,35.0,37.0,38.0,35.0,35.0,40.0,44.0,29.0,27.0,39.0,36.0
3,2,18.0,13.0,20.0,18.0,11.0,11.0,13.0,8.0,12.0,12.0,14.0,15.0,13.0,13.0,15.0,13.0,14.0,15.0,15.0,14.0,13.0,10.0,10.0,14.0,12.0,10.0,14.0,11.0,11.0,18.0,10.0,18.0,12.0,9.0,14.0,13.0,16.0,12.0,15.0,11.0,12.0,17.0,12.0,11.0,16.0,16.0,14.0,7.0,15.0,18.0,15.0,7.0,14.0,11.0,11.0,6.0,13.0,17.0,9.0,10.0,13.0,11.0,11.0,18.0,13.0,9.0,14.0,12.0,19.0,12.0,15.0,12.0,16.0,6.0,10.0,12.0,15.0,17.0,10.0,9.0,11.0,12.0,15.0,9.0,11.0,13.0,11.0,14.0,10.0,13.0,15.0,14.0,9.0,11.0,12.0,7.0,9.0,12.0,12.0,20.0,19.0
3,3,2.0,3.0,6.0,2.0,7.0,3.0,5.0,7.0,4.0,5.0,1.0,5.0,5.0,4.0,5.0,2.0,7.0,3.0,4.0,3.0,8.0,9.0,6.0,6.0,3.0,3.0,5.0,2.0,3.0,3.0,5.0,4.0,4.0,7.0,4.0,7.0,4.0,2.0,5.0,5.0,6.0,4.0,4.0,7.0,4.0,5.0,1.0,9.0,5.0,5.0,3.0,6.0,6.0,2.0,7.0,3.0,9.0,3.0,8.0,3.0,1.0,5.0,2.0,3.0,6.0,5.0,3.0,4.0,5.0,5.0,1.0,3.0,7.0,4.0,1.0,3.0,8.0,2.0,6.0,2.0,5.0,3.0,6.0,5.0,2.0,4.0,5.0,3.0,8.0,6.0,7.0,6.0,5.0,7.0,5.0,5.0,4.0,1.0,2.0,5.0,3.0
3,4,1.0,1.0,2.0,0.0,1.0,1.0,1.0,3.0,2.0,0.0,0.0,2.0,0.0,2.0,1.0,2.0,3.0,1.0,1.0,1.0,0.0,0.0,2.0,1.0,2.0,2.0,1.0,2.0,0.0,2.0,0.0,0.0,1.0,2.0,2.0,1.0,0.0,1.0,2.0,1.0,1.0,2.0,0.0,1.0,0.0,2.0,1.0,0.0,0.0,2.0,2.0,0.0,0.0,3.0,1.0,1.0,1.0,0.0,0.0,2.0,0.0,1.0,0.0,3.0,2.0,0.0,1.0,2.0,2.0,1.0,1.0,3.0,1.0,2.0,1.0,1.0,0.0,2.0,1.0,2.0,2.0,1.0,2.0,4.0,2.0,2.0,1.0,2.0,3.0,0.0,2.0,1.0,4.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0
3,5,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0
3,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4,0,28.0,34.0,33.0,25.0,21.0,28.0,29.0,20.0,27.0,32.0,26.0,23.0,23.0,22.0,25.0,24.0,22.0,27.0,28.0,21.0,32.0,25.0,29.0,16.0,21.0,26.0,23.0,21.0,26.0,25.0,18.0,27.0,18.0,32.0,20.0,25.0,24.0,20.0,22.0,22.0,23.0,26.0,22.0,21.0,30.0,20.0,21.0,25.0,22.0,25.0,18.0,20.0,26.0,24.0,23.0,27.0,19.0,28.0,23.0,20.0,26.0,22.0,21.0,23.0,28.0,28.0,24.0,20.0,24.0,27.0,25.0,22.0,24.0,20.0,21.0,18.0,27.0,20.0,33.0,29.0,25.0,27.0,26.0,23.0,28.0,26.0,29.0,22.0,27.0,24.0,22.0,25.0,21.0,22.0,22.0,26.0,26.0,27.0,21.0,21.0,27.0
4,1,17.0,19.0,22.0,24.0,25.0,23.0,22.0,18.0,14.0,19.0,22.0,17.0,15.0,22.0,17.0,21.0,18.0,21.0,23.0,17.0,18.0,17.0,20.0,27.0,23.0,25.0,19.0,13.0,23.0,15.0,16.0,19.0,23.0,17.0,22.0,23.0,23.0,28.0,23.0,16.0,23.0,19.0,20.0,23.0,18.0,19.0,16.0,26.0,22.0,19.0,21.0,18.0,16.0,19.0,20.0,25.0,23.0,17.0,18.0,18.0,16.0,24.0,18.0,17.0,28.0,17.0,18.0,21.0,17.0,18.0,20.0,26.0,21.0,23.0,22.0,18.0,25.0,23.0,22.0,26.0,16.0,20.0,17.0,22.0,16.0,21.0,15.0,15.0,24.0,23.0,22.0,12.0,24.0,17.0,22.0,17.0,13.0,23.0,26.0,16.0,24.0
4,2,13.0,14.0,12.0,8.0,9.0,8.0,12.0,12.0,14.0,16.0,8.0,9.0,9.0,17.0,6.0,10.0,13.0,11.0,11.0,11.0,7.0,9.0,12.0,10.0,7.0,11.0,11.0,11.0,14.0,9.0,15.0,9.0,14.0,10.0,10.0,14.0,10.0,12.0,8.0,13.0,11.0,14.0,14.0,10.0,16.0,11.0,11.0,8.0,9.0,8.0,8.0,14.0,14.0,10.0,9.0,13.0,10.0,14.0,10.0,11.0,14.0,12.0,9.0,6.0,13.0,17.0,7.0,11.0,9.0,7.0,13.0,11.0,12.0,11.0,9.0,16.0,7.0,8.0,15.0,11.0,10.0,11.0,11.0,10.0,13.0,4.0,11.0,11.0,5.0,5.0,14.0,7.0,6.0,12.0,7.0,12.0,17.0,16.0,15.0,10.0,10.0
