total_obs,sev_exp,E,R1,R2,R3,R4,R5,R6,R7,R8,R9,R10,R11,R12,R13,R14,R15,R16,R17,R18,R19,R20,R21,R22,R23,R24,R25,R26,R27,R28,R29,R30,R31,R32,R33,R34,R35,R36,R37,R38,R39,R40,R41,R42,R43,R44,R45,R46,R47,R48,R49,R50
2,1,45.0,40.0,37.0,39.0,47.0,44.0,39.0,44.0,39.0,34.0,44.0,48.0,46.0,34.0,41.0,40.0,39.0,44.0,41.0,41.0,45.0,42.0,36.0,40.0,38.0,39.0,41.0,44.0,44.0,42.0,38.0,43.0,46.0,39.0,33.0,41.0,40.0,43.0,49.0,42.0,44.0,40.0,38.0,43.0,42.0,36.0,46.0,48.0,42.0,43.0,28.0
2,2,11.0,3.0,4.0,6.0,6.0,5.0,9.0,6.0,3.0,7.0,4.0,7.0,4.0,5.0,3.0,4.0,3.0,3.0,5.0,4.0,1.0,7.0,5.0,4.0,5.0,8.0,2.0,9.0,5.0,3.0,2.0,9.0,7.0,9.0,6.0,6.0,5.0,5.0,9.0,4.0,7.0,6.0,3.0,3.0,6.0,8.0,4.0,3.0,6.0,5.0,6.0
2,3,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
3,0,76.0,56.0,78.0,62.0,75.0,72.0,61.0,67.0,72.0,74.0,73.0,66.0,66.0,82.0,67.0,69.0,68.0,76.0,80.0,78.0,66.0,69.0,79.0,69.0,84.0,62.0,74.0,77.0,73.0,69.0,76.0,72.0,82.0,64.0,70.0,62.0,75.0,70.0,59.0,66.0,74.0,79.0,66.0,70.0,75.0,73.0,80.0,67.0,72.0,70.0,69.0
3,1,35.0,25.0,20.0,28.0,26.0,20.0,27.0,32.0,30.0,29.0,27.0,26.0,28.0,29.0,29.0,25.0,37.0,28.0,25.0,30.0,27.0,23.0,25.0,34.0,23.0,26.0,33.0,26.0,29.0,32.0,26.0,29.0,33.0,33.0,35.0,28.0,27.0,25.0,28.0,26.0,24.0,33.0,25.0,22.0,29.0,30.0,29.0,30.0,23.0,35.0,22.0
3,2,2.0,1.0,9.0,5.0,3.0,3.0,5.0,5.0,5.0,4.0,3.0,5.0,6.0,5.0,8.0,4.0,8.0,7.0,8.0,3.0,10.0,6.0,8.0,4.0,4.0,6.0,4.0,3.0,2.0,5.0,5.0,6.0,3.0,3.0,5.0,4.0,4.0,1.0,6.0,5.0,8.0,3.0,5.0,5.0,4.0,9.0,2.0,5.0,4.0,7.0,8.0
3,3,1.0,0.0,2.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,3.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
3,4,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4,0,37.0,50.0,46.0,39.0,34.0,39.0,43.0,31.0,33.0,45.0,40.0,36.0,31.0,33.0,32.0,39.0,33.0,41.0,42.0,33.0,40.0,34.0,40.0,32.0,30.0,37.0,33.0,32.0,37.0,32.0,29.0,40.0,33.0,37.0,33.0,40.0,40.0,37.0,36.0,32.0,40.0,37.0,37.0,35.0,36.0,33.0,32.0,39.0,39.0,33.0,35.0
4,1,15.0,17.0,23.0,17.0,20.0,25.0,21.0,18.0,21.0,17.0,18.0,13.0,13.0,25.0,13.0,18.0,23.0,17.0,22.0,16.0,17.0,15.0,20.0,23.0,22.0,21.0,19.0,11.0,26.0,16.0,20.0,17.0,20.0,20.0,21.0,22.0,14.0,26.0,21.0,23.0,17.0,18.0,19.0,25.0,22.0,19.0,16.0,16.0,21.0,17.0,17.0
4,2,5.0,9.0,5.0,4.0,4.0,3.0,6.0,7.0,3.0,4.0,4.0,6.0,2.0,5.0,3.0,1.0,1.0,5.0,5.0,3.0,7.0,2.0,4.0,1.0,3.0,6.0,1.0,2.0,6.0,8.0,6.0,3.0,3.0,4.0,4.0,5.0,7.0,3.0,6.0,4.0,1.0,4.0,7.0,2.0,7.0,1.0,5.0,6.0,2.0,3.0,5.0
4,3,3.0,2.0,0.0,0.0,4.0,2.0,0.0,0.0,1.0,1.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,2.0,1.0,2.0,2.0,0.0,0.0,3.0,1.0,1.0,1.0,2.0,1.0,1.0,3.0,1.0,2.0,0.0,1.0,0.0,2.0,1.0,1.0,0.0,2.0,0.0,2.0,1.0,0.0,2.0,0.0,1.0,0.0,1.0,2.0
4,4,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5,0,25.0,16.0,15.0,26.0,18.0,16.0,20.0,25.0,19.0,15.0,21.0,22.0,23.0,27.0,26.0,21.0,17.0,16.0,16.0,25.0,18.0,21.0,20.0,16.0,21.0,20.0,17.0,18.0,14.0,21.0,18.0,19.0,18.0,23.0,19.0,22.0,14.0,23.0,23.0,27.0,20.0,18.0,27.0,20.0,20.0,16.0,13.0,20.0,20.0,21.0,29.0
5,1,15.0,13.0,10.0,14.0,10.0,11.0,14.0,13.0,15.0,10.0,12.0,11.0,19.0,14.0,10.0,13.0,11.0,17.0,16.0,16.0,18.0,21.0,10.0,10.0,15.0,17.0,13.0,23.0,16.0,14.0,19.0,17.0,10.0,17.0,11.0,12.0,15.0,14.0,13.0,12.0,14.0,18.0,11.0,14.0,13.0,12.0,21.0,19.0,10.0,17.0,15.0
5,2,5.0,7.0,3.0,5.0,2.0,5.0,5.0,4.0,6.0,8.0,3.0,4.0,4.0,3.0,4.0,6.0,6.0,5.0,2.0,1.0,5.0,3.0,7.0,6.0,7.0,2.0,6.0,8.0,2.0,3.0,1.0,3.0,6.0,6.0,4.0,5.0,5.0,3.0,6.0,4.0,3.0,0.0,3.0,6.0,8.0,8.0,6.0,7.0,4.0,2.0,4.0
5,3,1.0,2.0,3.0,3.0,2.0,0.0,1.0,3.0,0.0,1.0,1.0,1.0,1.0,2.0,3.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,4.0,2.0,1.0,2.0,1.0,0.0,2.0,1.0,0.0,0.0,1.0,3.0,0.0,1.0,0.0,1.0,0.0,1.0,3.0,1.0,3.0,1.0,2.0,1.0,1.0,0.0,3.0,0.0,2.0
5,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
6,0,12.0,9.0,12.0,11.0,15.0,11.0,12.0,15.0,9.0,9.0,11.0,11.0,14.0,10.0,9.0,13.0,13.0,9.0,11.0,5.0,13.0,12.0,9.0,14.0,9.0,11.0,11.0,8.0,15.0,7.0,9.0,13.0,10.0,12.0,8.0,10.0,10.0,12.0,10.0,8.0,12.0,8.0,12.0,14.0,9.0,12.0,13.0,9.0,8.0,7.0,8.0
6,1,7.0,7.0,9.0,4.0,7.0,6.0,3.0,3.0,3.0,5.0,9.0,3.0,4.0,4.0,8.0,6.0,3.0,7.0,10.0,9.0,5.0,1.0,5.0,3.0,2.0,5.0,8.0,9.0,3.0,5.0,5.0,6.0,6.0,7.0,6.0,5.0,3.0,5.0,4.0,9.0,6.0,4.0,6.0,5.0,5.0,6.0,4.0,8.0,8.0,6.0,5.0
6,2,1.0,2.0,1.0,4.0,1.0,3.0,1.0,2.0,6.0,3.0,0.0,2.0,2.0,2.0,3.0,0.0,2.0,2.0,3.0,5.0,5.0,4.0,3.0,2.0,2.0,1.0,3.0,2.0,0.0,1.0,3.0,0.0,0.0,1.0,5.0,1.0,3.0,2.0,5.0,5.0,3.0,5.0,2.0,1.0,0.0,6.0,1.0,2.0,2.0,4.0,4.0
6,3,1.0,1.0,0.0,1.0,5.0,4.0,0.0,1.0,0.0,1.0,1.0,2.0,0.0,2.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,2.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,3.0,0.0,0.0,1.0,1.0,0.0,1.0,3.0,0.0,1.0,1.0,0.0,1.0,0.0
6,4,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
7,0,5.0,6.0,5.0,5.0,4.0,5.0,7.0,9.0,11.0,2.0,10.0,9.0,6.0,5.0,7.0,7.0,6.0,5.0,5.0,7.0,7.0,5.0,3.0,5.0,10.0,5.0,7.0,4.0,5.0,7.0,5.0,5.0,6.0,4.0,9.0,4.0,8.0,5.0,7.0,9.0,4.0,4.0,5.0,6.0,9.0,5.0,6.0,6.0,6.0,9.0,6.0
7,1,6.0,3.0,2.0,3.0,4.0,4.0,5.0,3.0,4.0,7.0,6.0,8.0,3.0,4.0,5.0,7.0,7.0,4.0,7.0,2.0,2.0,6.0,2.0,4.0,4.0,3.0,3.0,9.0,7.0,4.0,6.0,2.0,5.0,3.0,7.0,7.0,5.0,4.0,6.0,3.0,8.0,7.0,6.0,5.0,6.0,4.0,6.0,7.0,4.0,3.0,3.0
7,2,3.0,2.0,1.0,3.0,0.0,2.0,1.0,1.0,0.0,1.0,0.0,1.0,5.0,2.0,2.0,3.0,2.0,1.0,0.0,1.0,2.0,2.0,2.0,1.0,2.0,2.0,5.0,1.0,2.0,0.0,1.0,2.0,1.0,2.0,2.0,1.0,3.0,3.0,3.0,3.0,1.0,0.0,0.0,1.0,0.0,2.0,2.0,2.0,2.0,4.0,2.0
7,3,2.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,2.0,0.0,0.0,2.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7,4,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8,0,7.0,8.0,8.0,6.0,7.0,6.0,5.0,6.0,4.0,8.0,8.0,4.0,4.0,5.0,5.0,6.0,5.0,8.0,6.0,4.0,5.0,7.0,8.0,6.0,6.0,4.0,6.0,4.0,5.0,5.0,3.0,4.0,3.0,9.0,3.0,6.0,4.0,6.0,5.0,7.0,6.0,6.0,8.0,5.0,6.0,5.0,6.0,4.0,4.0,6.0,5.0
8,1,4.0,5.0,2.0,6.0,1.0,4.0,3.0,3.0,5.0,3.0,2.0,6.0,2.0,4.0,4.0,3.0,5.0,1.0,3.0,3.0,1.0,3.0,7.0,3.0,4.0,4.0,3.0,2.0,5.0,4.0,1.0,3.0,5.0,3.0,4.0,4.0,2.0,2.0,5.0,0.0,0.0,2.0,1.0,3.0,5.0,3.0,2.0,1.0,2.0,4.0,2.0
8,2,2.0,3.0,1.0,2.0,4.0,0.0,3.0,4.0,6.0,3.0,1.0,2.0,2.0,1.0,2.0,1.0,1.0,2.0,0.0,6.0,3.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,3.0,1.0,0.0,4.0,1.0,2.0,3.0,0.0,1.0,2.0,2.0,2.0,1.0,1.0,3.0,1.0,2.0,4.0,3.0,2.0,3.0
8,3,2.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,1.0,0.0,1.0,2.0,1.0,1.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
8,4,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
9,0,4.0,3.0,4.0,5.0,6.0,2.0,5.0,9.0,6.0,5.0,3.0,6.0,2.0,4.0,2.0,4.0,6.0,8.0,3.0,5.0,4.0,0.0,3.0,5.0,2.0,5.0,5.0,4.0,5.0,6.0,6.0,2.0,8.0,7.0,2.0,6.0,8.0,5.0,7.0,4.0,1.0,4.0,2.0,2.0,5.0,4.0,4.0,4.0,5.0,4.0,5.0
9,1,0.0,1.0,1.0,3.0,3.0,3.0,4.0,4.0,4.0,3.0,2.0,0.0,4.0,1.0,1.0,2.0,2.0,2.0,2.0,1.0,4.0,3.0,3.0,1.0,4.0,2.0,1.0,4.0,2.0,1.0,2.0,6.0,1.0,2.0,2.0,2.0,0.0,3.0,5.0,1.0,3.0,1.0,3.0,1.0,2.0,5.0,2.0,2.0,4.0,3.0,1.0
9,2,1.0,1.0,2.0,1.0,1.0,0.0,0.0,0.0,3.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,0.0,0.0,2.0,1.0,0.0,0.0,5.0,2.0,1.0,1.0,3.0,1.0,2.0,2.0,1.0,1.0,1.0,2.0,2.0,1.0,4.0,1.0,1.0,2.0,3.0,1.0,1.0,1.0,1.0,2.0,3.0,2.0,1.0,2.0,3.0
9,3,0.0,0.0,1.0,2.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,2.0,1.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
9,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0
10,0,4.0,4.0,4.0,3.0,5.0,6.0,4.0,0.0,4.0,3.0,3.0,3.0,3.0,2.0,4.0,4.0,3.0,2.0,5.0,4.0,2.0,5.0,3.0,7.0,1.0,2.0,2.0,4.0,3.0,2.0,3.0,5.0,1.0,0.0,7.0,1.0,2.0,1.0,2.0,4.0,2.0,3.0,4.0,5.0,0.0,4.0,5.0,2.0,5.0,5.0,1.0
10,1,3.0,2.0,1.0,2.0,1.0,3.0,1.0,1.0,0.0,1.0,0.0,1.0,2.0,1.0,3.0,1.0,2.0,3.0,0.0,0.0,3.0,0.0,0.0,5.0,4.0,2.0,3.0,2.0,3.0,6.0,4.0,3.0,1.0,3.0,0.0,1.0,0.0,1.0,2.0,3.0,3.0,3.0,1.0,4.0,0.0,0.0,1.0,4.0,0.0,0.0,2.0
10,2,1.0,3.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,1.0,2.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,3.0,0.0,0.0,2.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,4.0,3.0,2.0,4.0,1.0,0.0,1.0,1.0,2.0
10,3,0.0,0.0,1.0,0.0,2.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
10,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10,5,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
11,0,1.0,1.0,2.0,2.0,1.0,2.0,2.0,3.0,0.0,2.0,1.0,2.0,2.0,4.0,3.0,2.0,2.0,1.0,4.0,2.0,1.0,3.0,1.0,1.0,3.0,5.0,0.0,1.0,1.0,4.0,2.0,1.0,2.0,3.0,1.0,1.0,4.0,3.0,0.0,2.0,6.0,4.0,2.0,2.0,2.0,1.0,3.0,2.0,5.0,1.0,0.0
11,1,1.0,2.0,3.0,2.0,2.0,2.0,4.0,2.0,2.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,3.0,3.0,2.0,5.0,3.0,1.0,2.0,1.0,1.0,1.0,2.0,3.0,2.0,1.0,2.0,2.0,1.0,2.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,4.0,3.0,1.0,2.0,3.0,2.0,3.0,1.0,3.0,4.0
11,2,1.0,1.0,2.0,0.0,1.0,3.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,3.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,2.0,0.0,1.0,0.0
11,3,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,2.0,0.0
11,4,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
11,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
12,0,2.0,2.0,2.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,3.0,2.0,0.0,0.0,2.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,3.0,2.0,0.0,1.0,0.0,3.0,2.0,0.0,1.0,0.0,1.0,1.0,1.0,2.0,1.0,2.0,0.0,1.0,2.0,1.0,1.0
12,1,1.0,0.0,2.0,3.0,1.0,1.0,0.0,0.0,4.0,2.0,1.0,2.0,2.0,3.0,2.0,2.0,1.0,0.0,1.0,3.0,1.0,4.0,2.0,3.0,2.0,4.0,1.0,2.0,1.0,1.0,1.0,0.0,3.0,3.0,1.0,2.0,0.0,4.0,0.0,2.0,4.0,2.0,2.0,2.0,1.0,0.0,2.0,2.0,2.0,2.0,1.0
12,2,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
12,3,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
